iter	Passed	Remaining
250	1220	3643
251	1225	3636
252	1229	3630
253	1233	3622
254	1237	3615
255	1241	3608
256	1246	3603
257	1250	3597
258	1255	3591
259	1259	3585
260	1264	3579
261	1268	3573
262	1273	3568
263	1277	3562
264	1282	3556
265	1286	3549
266	1290	3543
267	1296	3540
268	1300	3533
269	1305	3528
270	1309	3521
271	1313	3515
272	1317	3508
273	1321	3502
274	1326	3497
275	1331	3491
276	1334	3484
277	1339	3478
278	1344	3473
279	1348	3467
280	1352	3460
281	1356	3454
282	1361	3448
283	1365	3442
284	1369	3436
285	1374	3432
286	1379	3426
287	1383	3419
288	1387	3413
289	1391	3407
290	1396	3401
291	1400	3395
292	1405	3390
293	1409	3384
294	1413	3377
295	1417	3371
296	1422	3366
297	1426	3360
298	1430	3353
299	1434	3347
300	1439	3343
301	1444	3337
302	1448	3332
303	1453	3326
304	1457	3320
305	1461	3315
306	1465	3308
307	1470	3303
308	1474	3297
309	1478	3290
310	1482	3283
311	1486	3277
312	1490	3272
313	1495	3266
314	1499	3260
315	1503	3255
316	1507	3248
317	1512	3242
318	1516	3236
319	1520	3230
320	1524	3224
321	1528	3218
322	1532	3212
323	1537	3207
324	1542	3202
325	1546	3196
326	1550	3191
327	1554	3185
328	1559	3180
329	1563	3175
330	1568	3169
331	1572	3164
332	1576	3157
333	1580	3151
334	1584	3145
335	1589	3140
336	1594	3136
337	1598	3130
338	1603	3126
339	1607	3121
340	1612	3116
341	1617	3111
342	1621	3106
343	1626	3101
344	1630	3095
345	1635	3090
346	1640	3086
347	1644	3081
348	1648	3075
349	1653	3070
350	1657	3064
351	1661	3059
352	1665	3053
353	1670	3047
354	1674	3042
355	1678	3037
356	1683	3031
357	1687	3025
358	1691	3019
359	1700	3022
360	1704	3017
361	1708	3011
362	1712	3005
363	1716	2999
364	1720	2993
365	1725	2989
366	1731	2986
367	1735	2980
368	1740	2975
369	1743	2969
370	1748	2964
371	1752	2959
372	1757	2953
373	1761	2947
374	1765	2942
375	1769	2937
376	1774	2932
377	1778	2926
378	1782	2921
379	1787	2916
380	1791	2910
381	1795	2905
382	1800	2899
383	1804	2894
384	1808	2889
385	1812	2883
386	1817	2879
387	1822	2874
388	1826	2868
389	1830	2863
390	1835	2859
391	1840	2854
392	1844	2848
393	1848	2842
394	1852	2837
395	1856	2832
396	1861	2827
397	1865	2821
398	1869	2816
399	1873	2810
400	1878	2805
401	1882	2800
402	1886	2794
403	1890	2789
404	1895	2784
405	1899	2779
406	1903	2773
407	1908	2769
408	1913	2765
409	1918	2760
410	1922	2755
411	1927	2751
412	1932	2746
413	1937	2742
414	1941	2736
415	1946	2732
416	1950	2727
417	1954	2721
418	1958	2716
419	1963	2711
420	1967	2705
421	1971	2700
422	1976	2695
423	1981	2691
424	1985	2686
425	1990	2681
426	1994	2675
427	1998	2670
428	2003	2666
429	2008	2662
430	2013	2657
431	2019	2654
432	2023	2649
433	2028	2645
434	2032	2640
435	2037	2635
436	2041	2630
437	2046	2626
438	2051	2621
439	2055	2615
440	2059	2611
441	2064	2606
442	2068	2601
443	2072	2595
444	2088	2604
445	2095	2602
446	2101	2599
447	2105	2594
448	2112	2591
449	2117	2588
450	2122	2583
451	2129	2581
452	2134	2577
453	2140	2573
454	2147	2572
455	2152	2568
456	2158	2564
457	2165	2562
458	2171	2558
459	2177	2556
460	2185	2554
461	2199	2560
462	2210	2564
463	2222	2567
464	2232	2569
465	2240	2567
466	2248	2565
467	2256	2565
468	2266	2566
469	2281	2572
470	2297	2580
471	2309	2583
472	2326	2591
473	2342	2599
474	2351	2598
475	2360	2598
476	2365	2593
477	2371	2589
478	2378	2586
479	2383	2582
480	2389	2578
481	2395	2574
482	2400	2569
483	2408	2567
484	2414	2563
485	2420	2559
486	2425	2554
487	2429	2548
488	2434	2543
489	2439	2538
490	2443	2533
491	2447	2527
492	2451	2521
493	2455	2515
494	2460	2510
495	2464	2504
496	2469	2499
497	2474	2494
498	2478	2488
499	2483	2483
500	2488	2478
501	2493	2473
502	2497	2467
503	2502	2462
504	2507	2457
505	2511	2452
506	2516	2446
507	2521	2442
508	2525	2436
509	2530	2430
510	2535	2425
511	2540	2421
512	2544	2415
513	2549	2410
514	2553	2405
515	2558	2400
516	2563	2394
517	2568	2390
518	2573	2384
519	2577	2379
520	2581	2373
521	2587	2369
522	2592	2364
523	2596	2358
524	2602	2354
525	2607	2349
526	2611	2343
527	2618	2340
528	2622	2334
529	2627	2329
530	2632	2325
531	2638	2320
532	2642	2315
533	2649	2312
534	2655	2307
535	2660	2303
536	2666	2299
537	2671	2294
538	2676	2289
539	2683	2285
540	2688	2281
541	2693	2276
542	2699	2272
543	2705	2268
544	2715	2267
545	2722	2263
546	2726	2257
547	2730	2252
548	2735	2247
549	2739	2241
550	2744	2236
551	2749	2231
552	2754	2226
553	2759	2221
554	2764	2216
555	2769	2211
556	2773	2205
557	2778	2200
558	2783	2195
559	2787	2190
560	2791	2184
561	2797	2180
562	2801	2174
563	2805	2169
564	2811	2164
565	2816	2159
566	2821	2154
567	2825	2149
568	2831	2144
569	2836	2139
570	2840	2134
571	2845	2129
572	2851	2125
573	2856	2119
574	2861	2114
575	2865	2109
576	2869	2103
577	2874	2098
578	2879	2093
579	2883	2088
580	2888	2083
581	2893	2078
582	2898	2073
583	2902	2067
584	2906	2062
585	2911	2057
586	2916	2052
587	2921	2046
588	2926	2041
589	2930	2036
590	2934	2031
591	2939	2025
592	2943	2020
593	2948	2015
594	2953	2010
595	2957	2005
596	2962	1999
597	2966	1993
598	2970	1988
599	2975	1983
600	2979	1978
601	2984	1972
602	2988	1967
603	2993	1962
604	2998	1957
605	3002	1952
606	3007	1946
607	3011	1941
608	3015	1936
609	3019	1930
610	3024	1925
611	3028	1920
612	3033	1915
613	3037	1909
614	3042	1904
615	3046	1899
616	3051	1894
617	3055	1888
618	3060	1883
619	3064	1878
620	3068	1872
621	3072	1867
622	3077	1862
623	3081	1856
624	3085	1851
625	3089	1845
626	3094	1840
627	3099	1836
628	3103	1830
629	3108	1825
630	3112	1820
631	3116	1814
632	3122	1810
633	3126	1804
634	3131	1799
635	3135	1794
636	3139	1789
637	3144	1784
638	3148	1778
639	3153	1773
640	3157	1768
641	3161	1762
642	3165	1757
643	3169	1752
644	3173	1746
645	3178	1741
646	3182	1736
647	3186	1731
648	3190	1725
649	3195	1720
650	3200	1715
651	3204	1710
652	3209	1705
653	3213	1700
654	3218	1695
655	3224	1690
656	3228	1685
657	3233	1680
658	3237	1675
659	3241	1670
660	3245	1664
661	3249	1659
662	3254	1654
663	3258	1648
664	3262	1643
665	3267	1638
666	3272	1633
667	3276	1628
668	3280	1623
669	3284	1617
670	3289	1613
671	3294	1607
672	3298	1602
673	3303	1597
674	3307	1592
675	3311	1587
676	3316	1582
677	3321	1577
678	3325	1572
679	3330	1567
680	3335	1562
681	3339	1556
682	3343	1551
683	3348	1546
684	3353	1542
685	3357	1536
686	3362	1532
687	3366	1526
688	3371	1521
689	3375	1516
690	3381	1512
691	3386	1507
692	3390	1501
693	3394	1496
694	3399	1492
695	3404	1486
696	3408	1481
697	3413	1476
698	3418	1472
699	3423	1467
700	3428	1462
701	3433	1457
702	3437	1452
703	3443	1447
704	3447	1442
705	3452	1437
706	3456	1432
707	3461	1427
708	3466	1422
709	3471	1417
710	3475	1412
711	3480	1407
712	3484	1402
713	3488	1397
714	3493	1392
715	3498	1387
716	3503	1382
717	3507	1377
718	3512	1372
719	3517	1368
720	3521	1362
721	3527	1358
722	3532	1353
723	3537	1348
724	3541	1343
725	3547	1338
726	3551	1333
727	3555	1328
728	3560	1323
729	3565	1318
730	3570	1313
731	3574	1308
732	3579	1303
733	3584	1298
734	3588	1293
735	3593	1289
736	3598	1284
737	3603	1279
738	3608	1274
739	3613	1269
740	3618	1264
741	3623	1260
742	3629	1255
743	3634	1250
744	3639	1245
745	3644	1240
746	3649	1236
747	3656	1231
748	3661	1227
749	3667	1222
750	3672	1217
751	3677	1212
752	3681	1207
753	3685	1202
754	3691	1198
755	3696	1193
756	3700	1187
757	3706	1183
758	3711	1178
759	3716	1173
760	3720	1168
761	3726	1163
762	3730	1158
763	3734	1153
764	3739	1148
765	3744	1143
766	3748	1138
767	3753	1133
768	3757	1128
769	3762	1123
770	3765	1118
771	3770	1113
772	3774	1108
773	3778	1103
774	3783	1098
775	3788	1093
776	3792	1088
777	3797	1083
778	3802	1078
779	3807	1073
780	3811	1068
781	3817	1064
782	3822	1059
783	3826	1054
784	3830	1049
785	3835	1044
786	3839	1039
787	3844	1034
788	3848	1029
789	3852	1024
790	3857	1019
791	3861	1014
792	3865	1009
793	3870	1004
794	3875	999
795	3879	994
796	3884	989
797	3888	984
798	3893	979
799	3898	974
800	3903	969
801	3908	964
802	3912	959
803	3917	954
804	3921	949
805	3925	944
806	3930	940
807	3935	935
808	3939	930
809	3943	925
810	3947	920
811	3951	914
812	3957	910
813	3961	905
814	3966	900
815	3971	895
816	3975	890
817	3980	885
818	3985	880
819	3989	875
820	3994	870
821	3998	865
822	4003	861
823	4008	856
824	4013	851
825	4017	846
826	4022	841
827	4026	836
828	4031	831
829	4036	826
830	4040	821
831	4044	816
832	4048	811
833	4052	806
834	4057	801
835	4062	796
836	4066	791
837	4070	786
838	4075	782
839	4079	777
840	4084	772
841	4088	767
842	4093	762
843	4098	757
844	4101	752
845	4106	747
846	4110	742
847	4114	737
848	4119	732
849	4123	727
850	4127	722
851	4132	717
852	4136	712
853	4141	707
854	4145	703
855	4149	698
856	4153	693
857	4158	688
858	4162	683
859	4166	678
860	4171	673
861	4175	668
862	4180	663
863	4185	658
864	4189	653
865	4193	648
866	4198	644
867	4202	639
868	4207	634
869	4211	629
870	4216	624
871	4220	619
872	4225	614
873	4229	609
874	4234	604
875	4238	600
876	4243	595
877	4248	590
878	4252	585
879	4256	580
880	4261	575
881	4265	570
882	4269	565
883	4273	560
884	4278	555
885	4283	551
886	4287	546
887	4291	541
888	4296	536
889	4300	531
890	4305	526
891	4309	521
892	4313	516
893	4318	511
894	4322	507
895	4326	502
896	4330	497
897	4334	492
898	4339	487
899	4343	482
900	4347	477
901	4351	472
902	4355	467
903	4359	463
904	4364	458
905	4368	453
906	4372	448
907	4377	443
908	4381	438
909	4385	433
910	4390	428
911	4395	424
912	4399	419
913	4403	414
914	4407	409
915	4412	404
916	4416	399
917	4421	394
918	4425	390
919	4429	385
920	4434	380
921	4439	375
922	4443	370
923	4448	365
924	4452	361
925	4457	356
926	4462	351
927	4466	346
928	4471	341
929	4476	336
930	4480	332
931	4484	327
932	4488	322
933	4493	317
934	4497	312
935	4501	307
936	4506	303
937	4510	298
938	4515	293
939	4519	288
940	4524	283
941	4528	278
942	4533	274
943	4537	269
944	4542	264
945	4546	259
946	4550	254
947	4554	249
948	4558	245
949	4563	240
950	4568	235
951	4572	230
952	4577	225
953	4581	220
954	4586	216
955	4590	211
956	4595	206
957	4599	201
958	4604	196
959	4608	192
960	4613	187
961	4618	182
962	4622	177
963	4627	172
964	4631	167
965	4636	163
966	4640	158
967	4644	153
968	4648	148
969	4653	143
970	4657	139
971	4661	134
972	4666	129
973	4670	124
974	4674	119
975	4679	115
976	4683	110
977	4688	105
978	4692	100
979	4697	95
980	4701	91
981	4706	86
982	4710	81
983	4715	76
984	4719	71
985	4724	67
986	4728	62
987	4733	57
988	4738	52
989	4743	47
990	4747	43
991	4752	38
992	4756	33
993	4760	28
994	4765	23
995	4769	19
996	4773	14
997	4777	9
998	4782	4
999	4786	0
