iter	RMSE
0	0.1177335533
1	0.1128040158
2	0.1090633968
3	0.1051001778
4	0.1030582518
5	0.09878102239
6	0.09706112647
7	0.09603621548
8	0.09361560016
9	0.09115487101
10	0.08932045269
11	0.0872720182
12	0.08468976859
13	0.08388637806
14	0.0819848044
15	0.08035554759
16	0.07896606521
17	0.07771336665
18	0.07711742823
19	0.07643532268
20	0.07583416847
21	0.07482411836
22	0.07385658752
23	0.07291776559
24	0.07248640228
25	0.07213077745
26	0.0720991701
27	0.07140493563
28	0.07101895364
29	0.0705220569
30	0.06996275214
31	0.06965038066
32	0.06870582317
33	0.06852780008
34	0.06852964478
35	0.06845996466
36	0.06820835867
37	0.06800558487
38	0.06759348553
39	0.0672349731
40	0.06707348119
41	0.06706644355
42	0.06656807548
43	0.06648621006
44	0.06620557537
45	0.06608407963
46	0.0659782309
47	0.06575475785
48	0.06556168198
49	0.06552481492
50	0.06525142547
51	0.06512588178
52	0.06512090962
53	0.0648929993
54	0.06477429231
55	0.06471344026
56	0.06463252462
57	0.06463427221
58	0.06452012902
59	0.06445444376
60	0.06439000918
61	0.06429093611
62	0.06412752941
63	0.06408227543
64	0.06408002177
65	0.06407823512
66	0.06407979891
67	0.06404103646
68	0.06400781095
69	0.0639644287
70	0.06394766674
71	0.06387316756
72	0.06383664984
73	0.06374909925
74	0.0637491427
75	0.06370400587
76	0.06370315403
77	0.06365140275
78	0.06361186004
79	0.0633223301
80	0.06331974936
81	0.06328324598
82	0.06328313342
83	0.06328388857
84	0.06328435383
85	0.06317205781
86	0.06314276417
87	0.06311380377
88	0.06304364812
89	0.0630150408
90	0.06299872014
91	0.0629726696
92	0.06288723051
93	0.0628661825
94	0.06279771059
95	0.06278483861
96	0.0627851879
97	0.0627722687
98	0.06277221175
99	0.06275537618
100	0.06273964428
101	0.06265969903
102	0.0626581169
103	0.06260877761
104	0.06260951671
105	0.06257225593
106	0.0625713662
107	0.06250677638
108	0.06249217959
109	0.06247447263
110	0.06247416622
111	0.06245764649
112	0.06245809333
113	0.06245058106
114	0.06244764231
115	0.06244653553
116	0.06236860714
117	0.06235519262
118	0.06228798612
119	0.06228738865
120	0.06224212139
121	0.06223886545
122	0.06222809761
123	0.06222639151
124	0.06222620851
125	0.06220196568
126	0.06219335587
127	0.06218939651
128	0.06217154939
129	0.06212782878
130	0.06212856263
131	0.06212478975
132	0.06211193077
133	0.06211215716
134	0.06209238015
135	0.06207639767
136	0.06205957658
137	0.06205691614
138	0.06204232705
139	0.06203175813
140	0.06195372877
141	0.06195377309
142	0.06192126732
143	0.06192054886
144	0.06188564541
145	0.06188577885
146	0.06188345589
147	0.06185451803
148	0.06185142717
149	0.06183973685
150	0.0617854558
151	0.06177992826
152	0.06175521512
153	0.06172104885
154	0.06171367655
155	0.06168064449
156	0.06167120931
157	0.06160746691
158	0.06159074843
159	0.06158957049
160	0.06156798008
161	0.06151438853
162	0.06142264648
163	0.06140696674
164	0.06140317442
165	0.06140107116
166	0.0613628987
167	0.06132634548
168	0.06130488607
169	0.06126965486
170	0.06126516551
171	0.06125240657
172	0.06122706916
173	0.06121553784
174	0.06115340854
175	0.0610984262
176	0.06105318098
177	0.06104471831
178	0.06103483574
179	0.06101968511
180	0.06099127673
181	0.06094417043
182	0.06091622391
183	0.06088874265
184	0.06084447533
185	0.06081771689
186	0.06079114013
187	0.06077448957
188	0.06075704303
189	0.06073015514
190	0.06071020897
191	0.06068888786
192	0.06065195845
193	0.0606397921
194	0.0606102701
195	0.06057011291
196	0.06054327231
197	0.06052463001
198	0.06050310107
199	0.06047008061
200	0.06045221671
201	0.06043420983
202	0.06041975465
203	0.06039994597
204	0.06038005017
205	0.06036578697
206	0.06034043924
207	0.06031844202
208	0.060304124
209	0.06029201681
210	0.06027401298
211	0.0602561739
212	0.06023762131
213	0.0602240398
214	0.06021207316
215	0.06019675171
216	0.0601753914
217	0.06016112592
218	0.06014691726
219	0.06012893605
220	0.06011354271
221	0.06009840323
222	0.06007572691
223	0.06006684888
224	0.0600468984
225	0.06003496077
226	0.06001948603
227	0.06000612508
228	0.059999822
229	0.05998850818
230	0.05997846985
231	0.05996647919
232	0.059954987
233	0.05994664684
234	0.05992171038
235	0.05991436996
236	0.05989570473
237	0.05988160628
238	0.05985935413
239	0.0598382907
240	0.05982949709
241	0.05981866602
242	0.05980842204
243	0.05980150009
244	0.05979178907
245	0.05977033442
246	0.0597497571
247	0.0597372854
248	0.05972690316
249	0.05971726858
250	0.05970774939
251	0.05969093251
252	0.05968242589
253	0.05966834145
254	0.05965176218
255	0.05963975305
256	0.05962764406
257	0.05961230824
258	0.05960178643
259	0.05958771131
260	0.05955356741
261	0.05954869207
262	0.05954223932
263	0.05952735153
264	0.05951405901
265	0.05948534625
266	0.05947048066
267	0.05946127677
268	0.05943097455
269	0.05941103886
270	0.05939321525
271	0.05937626385
272	0.05936677977
273	0.05936289062
274	0.05934152555
275	0.05933396972
276	0.05932652032
277	0.05931690165
278	0.05930929646
279	0.05930082672
280	0.05928770429
281	0.05928343023
282	0.05927012981
283	0.05925170873
284	0.05924497912
285	0.05923378594
286	0.05922582566
287	0.0592126934
288	0.05919790898
289	0.05918569162
290	0.05917321702
291	0.05916438348
292	0.05915603924
293	0.05914043295
294	0.05912726673
295	0.05910070906
296	0.05909728233
297	0.05908501941
298	0.05907379872
299	0.05906214149
300	0.05905312564
301	0.05903200191
302	0.05902520495
303	0.059013426
304	0.05900160435
305	0.05899016318
306	0.05897840249
307	0.05897513901
308	0.05896902559
309	0.05896117808
310	0.0589539044
311	0.0589436265
312	0.05893778778
313	0.05892887362
314	0.05892545902
315	0.05892000279
316	0.05891061712
317	0.05890222557
318	0.05889483894
319	0.05889185825
320	0.05888604647
321	0.05887859627
322	0.05886747758
323	0.0588646639
324	0.05885297534
325	0.05884392917
326	0.05882531249
327	0.05882045764
328	0.05881537487
329	0.05880875405
330	0.05879858971
331	0.05878936051
332	0.05877594378
333	0.05876573493
334	0.05876079947
335	0.05875373838
336	0.05874520402
337	0.0587384541
338	0.05873331807
339	0.0587231966
340	0.05871312615
341	0.05870441629
342	0.05870202771
343	0.05869976145
344	0.05869054443
345	0.05868839555
346	0.05866833252
347	0.05866668906
348	0.05865373067
349	0.05864768881
350	0.0586404664
351	0.05863208739
352	0.05862285003
353	0.05860984263
354	0.05860788688
355	0.05859863721
356	0.05859019734
357	0.05858833447
358	0.05858531907
359	0.05857852921
360	0.05857010329
361	0.05856833689
362	0.05856112462
363	0.05855293037
364	0.05853698838
365	0.0585265318
366	0.0585248611
367	0.05851942145
368	0.05851330396
369	0.05850172041
370	0.0584933819
371	0.0584877338
372	0.05848033898
373	0.05846023242
374	0.05844350286
375	0.05843688295
376	0.05843529066
377	0.05842521454
378	0.05842362633
379	0.05842001739
380	0.05841858051
381	0.05840658012
382	0.05840521751
383	0.05839199108
384	0.05838704832
385	0.05838575078
386	0.05838452182
387	0.05838331962
388	0.05837191416
389	0.05836139631
390	0.05835636338
391	0.05835526079
392	0.05834568076
393	0.05834460509
394	0.05833580094
395	0.0583308214
396	0.05831623038
397	0.05831074818
398	0.05829991012
399	0.05829215612
400	0.05829075896
401	0.05828753609
402	0.05828059716
403	0.05826305394
404	0.05825544428
405	0.05824796767
406	0.05823801172
407	0.05823017494
408	0.05821364287
409	0.05819729115
410	0.05818906601
411	0.05818315681
412	0.05817153428
413	0.05817020891
414	0.05816021489
415	0.05815930559
416	0.05815622917
417	0.05815538537
418	0.05815423952
419	0.0581494789
420	0.05814232141
421	0.0581316739
422	0.05812427612
423	0.05811830048
424	0.05810441469
425	0.0580996005
426	0.05809378461
427	0.058076766
428	0.05806822892
429	0.05806117619
430	0.05805464355
431	0.05805180033
432	0.05805104412
433	0.0580402751
434	0.05803648571
435	0.05802636173
436	0.05802212342
437	0.05801552816
438	0.05801241368
439	0.05800310052
440	0.05799841666
441	0.05799770065
442	0.05798422177
443	0.05797242286
444	0.05795475936
445	0.05795441294
446	0.05794712962
447	0.05794648741
448	0.05794017646
449	0.05792777493
450	0.05792058426
451	0.05791489618
452	0.05791047094
453	0.05790599487
454	0.05790002942
455	0.05789226791
456	0.05788261806
457	0.05787738025
458	0.05787468652
459	0.05787168767
460	0.05786677497
461	0.05785424085
462	0.05785362909
463	0.05784605052
464	0.05784197273
465	0.05783193413
466	0.05782216509
467	0.05782022847
468	0.05779748633
469	0.05779312346
470	0.05778649191
471	0.05777956099
472	0.05777902467
473	0.0577700632
474	0.05775981996
475	0.05775768857
476	0.05775025974
477	0.05774461955
478	0.05773553022
479	0.05772866019
480	0.05772226606
481	0.05771775339
482	0.05771129219
483	0.05769410825
484	0.05768825524
485	0.05766797939
486	0.05764945615
487	0.057643985
488	0.05763858858
489	0.05763102528
490	0.05762655514
491	0.05762198659
492	0.05761499243
493	0.057602589
494	0.05760212757
495	0.05759822844
496	0.05759415599
497	0.05758975444
498	0.05758932729
499	0.05758716423
500	0.0575828662
501	0.05757761403
502	0.0575622328
503	0.05754666544
504	0.05754272973
505	0.05753597727
506	0.05753095438
507	0.05752132594
508	0.05751762529
509	0.05751428436
510	0.05749785783
511	0.05749501241
512	0.05749233623
513	0.05748809558
514	0.05748501083
515	0.05747115544
516	0.05746496063
517	0.05746046669
518	0.05745075172
519	0.05744821301
520	0.0574436024
521	0.05742952568
522	0.05742585386
523	0.05742332011
524	0.05741833774
525	0.05741214892
526	0.05740759325
527	0.05740502779
528	0.05739032858
529	0.05738599721
530	0.05738233183
531	0.05737990178
532	0.05737758536
533	0.05737206833
534	0.05736336165
535	0.05736303858
536	0.05736274315
537	0.05735609049
538	0.05735042706
539	0.05734550592
540	0.05734203284
541	0.05732992981
542	0.0573255141
543	0.05732234931
544	0.05732008706
545	0.05730256416
546	0.05729737759
547	0.05729281675
548	0.05728113969
549	0.05726932489
550	0.05726616117
551	0.05725429426
552	0.05725041249
553	0.05723075911
554	0.05721327425
555	0.05720967407
556	0.05719412745
557	0.05719205749
558	0.05718973028
559	0.05718948212
560	0.05718540083
561	0.05718153055
562	0.05717823618
563	0.05717260145
564	0.05716900024
565	0.0571660406
566	0.05716300286
567	0.05716104771
568	0.05715648466
569	0.05715359169
570	0.05714862745
571	0.05713903083
572	0.05712559484
573	0.0571166739
574	0.05711464521
575	0.05710260332
576	0.05708881593
